972,-961,-200.00,-200.00
966,-968,-200.00,-200.00
959,-975,-200.00,-200.00
952,-981,-200.00,-200.00
946,-988,-200.00,-200.00
939,-995,-200.00,-200.00
932,-1001,-200.00,-200.00
926,-1008,-200.00,-200.00
919,-1015,-200.00,-200.00
913,-1021,-200.00,-200.00
906,-1028,-200.00,-200.00
899,-1035,-200.00,-200.00
893,-1042,-200.00,-200.00
886,-1048,-200.00,-200.00
879,-1055,-200.00,-200.00
873,-1062,-200.00,-200.00
866,-1068,-200.00,-200.00
860,-1075,-200.00,-200.00
853,-1082,-200.00,-200.00
846,-1088,-200.00,-200.00
840,-1095,-200.00,-200.00
833,-1102,-200.00,-200.00
826,-1109,-200.00,-200.00
820,-1115,-200.00,-200.00
813,-1122,-200.00,-200.00
807,-1129,-200.00,-200.00
800,-1135,-200.00,-200.00
793,-1142,-200.00,-200.00
787,-1149,-200.00,-200.00
780,-1156,-200.00,-200.00
773,-1162,-200.00,-200.00
767,-1169,-200.00,-200.00
760,-1176,-200.00,-200.00
753,-1182,-200.00,-200.00
747,-1189,-200.00,-200.00
740,-1196,-200.00,-200.00
734,-1203,-200.00,-200.00
727,-1209,-200.00,-200.00
720,-1216,-200.00,-200.00
714,-1223,-200.00,-200.00
707,-1230,-200.00,-200.00
700,-1236,-200.00,-200.00
694,-1243,-200.00,-200.00
687,-1250,-200.00,-200.00
680,-1256,-200.00,-200.00
674,-1263,-200.00,-200.00
667,-1270,-200.00,-200.00
660,-1277,-200.00,-200.00
654,-1283,-200.00,-200.00
647,-1290,-200.00,-200.00
641,-1297,-200.00,-200.00
634,-1304,-200.00,-200.00
627,-1310,-200.00,-200.00
621,-1317,-200.00,-200.00
614,-1324,-200.00,-200.00
607,-1330,-200.00,-200.00
601,-1337,-200.00,-200.00
594,-1344,-200.00,-200.00
588,-1351,-200.00,-200.00
581,-1357,-200.00,-200.00
574,-1364,-200.00,-200.00
568,-1371,-200.00,-200.00
561,-1377,-200.00,-200.00
554,-1384,-200.00,-200.00
548,-1391,-200.00,-200.00
541,-1398,-200.00,-200.00
534,-1404,-200.00,-200.00
528,-1411,-200.00,-200.00
521,-1418,-200.00,-200.00
514,-1424,-200.00,-200.00
508,-1431,-200.00,-200.00
501,-1438,-200.00,-200.00
495,-1445,-200.00,-200.00
488,-1451,-200.00,-200.00
481,-1458,-200.00,-200.00
475,-1465,-200.00,-200.00
468,-1472,-200.00,-200.00
461,-1478,-200.00,-200.00
455,-1485,-200.00,-200.00
448,-1492,-200.00,-200.00
441,-1499,-200.00,-200.00
435,-1505,-200.00,-200.00
428,-1512,-200.00,-200.00
421,-1519,-200.00,-200.00
415,-1525,-200.00,-200.00
408,-1532,-200.00,-200.00
402,-1539,-200.00,-200.00
395,-1546,-200.00,-200.00
388,-1552,-200.00,-200.00
382,-1559,-200.00,-200.00
375,-1566,-200.00,-200.00
368,-1572,-200.00,-200.00
362,-1579,-200.00,-200.00
355,-1586,-200.00,-200.00
349,-1593,-200.00,-200.00
342,-1599,-200.00,-200.00
335,-1606,-200.00,-200.00
329,-1613,-200.00,-200.00
322,-1620,-200.00,-200.00
315,-1626,-200.00,-200.00
309,-1633,-200.00,-200.00
302,-1640,-200.00,-200.00
295,-1647,-200.00,-200.00
288,-1653,-200.00,-200.00
282,-1660,-200.00,-200.00
275,-1667,-200.00,-200.00
268,-1674,-200.00,-200.00
262,-1680,-200.00,-200.00
255,-1687,-200.00,-200.00
249,-1694,-200.00,-200.00
242,-1701,-200.00,-200.00
235,-1708,-200.00,-200.00
228,-1714,-200.00,-200.00
222,-1721,-200.00,-200.00
215,-1728,-200.00,-200.00
208,-1735,-200.00,-200.00
201,-1742,-200.00,-200.00
195,-1749,-200.00,-200.00
188,-1755,-200.00,-200.00
181,-1762,-200.00,-200.00
174,-1769,-200.00,-200.00
168,-1776,-200.00,-200.00
161,-1783,-200.00,-200.00
154,-1790,-200.00,-200.00
147,-1797,-200.00,-200.00
141,-1803,-200.00,-200.00
134,-1810,-200.00,-200.00
127,-1817,-200.00,-200.00
121,-1824,-200.00,-200.00
114,-1830,-200.00,-200.00
107,-1837,-200.00,-200.00
101,-1844,-200.00,-200.00
94,-1851,-200.00,-200.00
87,-1857,-200.00,-200.00
81,-1864,-200.00,-200.00
74,-1871,-200.00,-200.00
67,-1878,-200.00,-200.00
61,-1884,-200.00,-200.00
54,-1891,-200.00,-200.00
47,-1898,-200.00,-200.00
41,-1904,-200.00,-200.00
34,-1911,-200.00,-200.00
28,-1918,-200.00,-200.00
21,-1925,-200.00,-200.00
14,-1931,-200.00,-200.00
8,-1938,-200.00,-200.00
1,-1945,-200.00,-200.00
-6,-1952,-200.00,-200.00
-12,-1958,-200.00,-200.00
-19,-1965,-200.00,-200.00
-26,-1972,-200.00,-200.00
-33,-1979,-200.00,-200.00
-40,-1986,-200.00,-200.00
-46,-1993,-200.00,-200.00
-53,-2000,-200.00,-200.00
-60,-2007,-200.00,-200.00
-67,-2014,-200.00,-200.00
-74,-2021,-200.00,-200.00
-81,-2028,-200.00,-200.00
-88,-2034,-200.00,-200.00
-94,-2041,-200.00,-200.00
-101,-2048,-200.00,-200.00
-108,-2055,-200.00,-200.00
-114,-2062,-200.00,-200.00
-121,-2069,-200.00,-200.00
-128,-2076,-200.00,-200.00
-135,-2083,-200.00,-200.00
-142,-2089,-200.00,-200.00
-149,-2096,-200.00,-200.00
-155,-2103,-200.00,-200.00
-162,-2110,-200.00,-200.00
-169,-2117,-200.00,-200.00
-176,-2124,-200.00,-200.00
-183,-2131,-200.00,-200.00
-189,-2138,-200.00,-200.00
-196,-2145,-200.00,-200.00
-203,-2151,-200.00,-200.00
-210,-2158,-200.00,-200.00
-217,-2165,-200.00,-200.00
-223,-2172,-200.00,-200.00
-230,-2179,-200.00,-200.00
-237,-2186,-200.00,-200.00
-244,-2193,-200.00,-200.00
-251,-2200,-200.00,-200.00
-258,-2207,-200.00,-200.00
-264,-2214,-200.00,-200.00
-271,-2220,-200.00,-200.00
-278,-2227,-200.00,-200.00
-285,-2234,-200.00,-200.00
-291,-2241,-200.00,-200.00
-298,-2248,-200.00,-200.00
-305,-2255,-200.00,-200.00
-311,-2261,200.00,200.00
-318,-2268,200.00,200.00
-324,-2274,200.00,200.00
-329,-2280,200.00,200.00
-335,-2285,200.00,200.00
-340,-2291,200.00,200.00
-345,-2297,200.00,200.00
-349,-2302,200.00,200.00
-354,-2307,200.00,200.00
-358,-2312,200.00,200.00
-361,-2317,200.00,200.00
-365,-2321,200.00,200.00
-368,-2326,200.00,200.00
-371,-2330,200.00,200.00
-374,-2334,200.00,200.00
-376,-2338,200.00,200.00
-379,-2341,200.00,200.00
